aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Приставкин, А.			Голубка. Роман о любви. Кн. 2	Знамя	1967	5	13—60
Гранин, Д.			Дом на Фонтанке. Рассказ	Знамя	1967	5	133—142
Апдайк, Джон.			Жена доктора. — Должен ли мудрец побить мамочку? [Рассказы америк.писателя из сборника «Голубые перья»]. Пер. с англ.: Ю. Райский и Ф. Соломатин	Знамя	1967	5	143—155
Галин, Борис.			В грозу и бурю. [О роли В. И. Ленина в разработке плана ГОЭЛРО]	Знамя	1967	5	156—187
Жуков, Юрий.			Западнее Воронежа. Записки воен. корреспондента. [О боевых действияхсоветских войск на Брян. фронте летом 1942 г.]	Знамя	1967	5	188—205
Боровик, Генрих.			Кто такой Степан-Американ? [Об отношении америк. народа кагрессивной политике правительства США во Вьетнаме. Публицист. заметки]	Знамя	1967	5	206—225
Браун, Николай.			Мои дивизии. Стихи: «Войну я начал в званьи командира...» — «Я не даюстроке ленивой...» — Песня гнева. — Былины	Знамя	1967	5	61—64
Стельмах, Михаиле.			Щедрый вечер. Повесть. Авториз. пер. с укр.: И. Чеховская	Знамя	1967	5	65—109
Вааранди, Дебора.			Можжевельник. Стихи. Пер. с эст.: В. Корнилов	Знамя	1967	6	3
Нийт, Эллен.			Ваятель иволги. Стихи. Пер. с эст.: Д. Самойлов	Знамя	1967	6	5
Траат, Матс.			Стихи с магнитофонной ленты. Пер. с эст.: Р. Винонен	Знамя	1967	6	7
Санг, Аугуст.			Ветряные мельницы. Стихи. Пер. с эст.: Д. Самойлов	Знамя	1967	6	8
Руммо, Пауль-Эрик.			Свадьба. Стихи. (Из цикла «Бессонные интерьеры»). Пер. с эст.: С.Семененко	Знамя	1967	6	10
Каалеп, Айн.			«Когда я однажды утром вышел к берегу озера...» Стихи. Пер. с эст.: С.Семененко	Знамя	1967	6	11
Метс, Арво.			«Тополиный пух...» — «Я влюблен...» — «Больше всего...» [Стихи]. Пер. с эст.автора	Знамя	1967	6	12
Луйк, Вийви.			«В небе — звенящие ветви деревьев...» Стихи. Пер. с эст.: Р. Винонен	Знамя	1967	6	13
Евдокимов, Николай.			Необходимый человек. (Из жития прекраснодушного СерафимаФролова). Повесть	Знамя	1967	6	104—141
Эхин, Андрес.			Женский бунт. Стихи. Пер. с эст.: С. Семененко	Знамя	1967	6	11—12
Приставкин, А.			Голубка. Роман о любви	Знамя	1967	6	14—95
Рафака, Лиуна.			Будни города Додовиля. Рассказы [писателя Мадагаскара]. Первыйубийца. — Единственный человек. — Вечность наличными. — Гибель пророка. Пер. смалагасийского: Л. Корнеев	Знамя	1967	6	142—147
Галин, Борис.			В грозу и бурю. [О роли В. И. Ленина в разработке плана ГОЭЛРО]	Знамя	1967	6	148—170
Жуков, Юрий.			Западнее Воронежа. Записки воен. корреспондента. [О боевых действияхсоветских войск на Брян. фронте летом 1942 г.]	Знамя	1967	6	170—184
Гранин, Д.			Примечания к путеводителю. [Из книги, готовящейся к изд.]	Знамя	1967	6	185—221
Баскаков, Вл.			На экранах мира. (Рим, Париж. 1967). [Из впечатлений советскогокинематографиста]	Знамя	1967	6	242—253
Каплинский, Яан.			Ода будущему. Стихи. Пер. с эст.: Р. Винонен	Знамя	1967	6	4—5
Кросс, Ян.			Песнь о семи замках с ключами. Стихи. Пер. с эст.: Д. Самойлов	Знамя	1967	6	5—6
Беэкман, Владимир.			Японские куклы. Стихи. Пер. с эст.: А. Ревич	Знамя	1967	6	6—7
