contribution_title	aut_id	aut_viaf	aut_lastn_r	aut_firstn_r	aut_lastn_e	aut_firstn_e	journal	year	issue	start_page	end_page	pagetotal
Бронзовые врата. (Римский дневник). [Главы из книги о Ватикане. Спредисл. ред.] Пер. с польского	52480595	52480595	Бреза	Тадеуш	Breza	Tadeush	Новый мир	1961	3	85	140	56
Глубокий экран. Главы из книги	27141981	27141981	Козинцев	Г	Kozintsev	G	Новый мир	1961	3	141	172	32
В Сомали. [Путевые заметки]	6116		Прожогин	Н	Prozhogin	N	Новый мир	1961	3	173	199	27
На новых землях. [О задачах развития сел. хозяйства Целинного края.Публицистич. заметки]	2038		Верховский	Н	Verkhovskii	N	Новый мир	1961	3	200	216	17
Турсуной. [О Герое Соц. Труда, механике-водителе хлопкоуборочной машины Т. Ахуновой. Колхоз им. Кирова. Чиназский район Ташк. обл. Очерк]			Курьянов	М.			Новый мир	1961	3	217	226	10
Лирика Тараса Шевченко. Предисл. к сборнику Т. Шевченко«Лирика», выходящему в Гослитиздате	7622003	7622003	Рыльский	Максим	Ryl'skii	Maksim	Новый мир	1961	3	227	233	7
В защиту банальных истин. (О поэтич. форме)	59197318	59197318	Коржавин	Н	Korzhavin	N	Новый мир	1961	3	234	246	13
Листовка-памфлет [«Последние сообщения из Версаля». 29 мая 1871 г. Публикация М.Алексеевой и С. Маневич]. К 90-летию Парижской коммуны	9999						Новый мир	1961	3	282	283	2
В очереди за газетами. Стихи. Под фонарем, на перекрестке... —Пропаганда. — Вернулся товарищ. — Первый плуг. — Рязанские Мараты	24715744	24715744	Смеляков	Ярослав	Smeliakov	Iaroslav	Новый мир	1961	4	3	6	4
Стержень. Повесть	32148697	32148697	Липатов	В	Lipatov	V	Новый мир	1961	4	7	67	61
Перевалы Усинского тракта. [Очерки]	308266270	308266270	Куранов	Ю	Kuranov	Iu	Новый мир	1961	4	70	83	14
Из лирики. [Стихи]: Река. — Буксиры. — Кукушка. — После шторма	189726918	189726918	Ваншенкин	К	Vanshenkin	K	Новый мир	1961	4	84	86	3
Управляющий. [Рассказ америк. писателя]. Пер. с англ: Т. Литвинова			Чивер	Джон			Новый мир	1961	4	87	96	10
Как тысячу лет назад... — Детские зубы. [Стихи]. Пер. с турец: А. Янов	8039		Ташер	Суад	Tasher	Suad	Новый мир	1961	4	97	98	2
Для вас. — «Если я застрелюсь...» [Стихи]. Пер. с турец: А. Янов	2035		Вели	Орхан	Veli	Orkhan	Новый мир	1961	4	98	99	2
Ответственность. Стихи. Пер. с турец: А. Янов	7609		Рифат	Октай	Rifat	Oktai	Новый мир	1961	4	99	100	2
Человек думает... — Я не могу привыкнуть... [Стихи]. Пер. стурец: А. Янов	9120		Андай	Мелих Джевдет	Andai	Melikh Dzhevdet	Новый мир	1961	4	100	101	2
Кия-Шалтырь. [Из истории открытия и освоения нефелиновогоместорождения в Кия-Шалтыре. Очерк]	163796753	163796753	Белкина	М	Belkina	M	Новый мир	1961	4	102	120	19
Путешествие в прожитые годы. [О работе В. В. Маяковскогонад поэмой «Владимир Ильич Ленин». Глава из книги воспоминаний. С предисл. К.Федина]	6131		Ратманова-Кольцова	Е	Ratmanova-Kol'tsova	E	Новый мир	1961	4	121	129	9
Эдуард Багрицкий. [Из воспоминаний]	9171		Бондарин	С	Bondarin	S	Новый мир	1961	4	130	143	14
Как живой с живыми говоря. [К выходу в свет сборника «Ленин инаука»]	77868766	77868766	Писаржевский	Олег	Pisarzhevskii	Oleg	Новый мир	1961	4	144	156	13
Хлеб и машины. [О задачах комплексной механизации сел. хозяйства.Публицистич. заметки]	4049		Кирюхин	А М	Kiriukhin	A M	Новый мир	1961	4	157	173	17
Зеленый пояс. (Из книги о лесах)	3092		Зыков	И	Zykov	I	Новый мир	1961	4	174	206	33
На «Коне Золотая Грива» — в страну caг. [О поездке вИсландию]	8024		Стеблин-Каменский	М	Steblin-Kamenskii	M	Новый мир	1961	4	207	218	12
Абстракции и реальность. [Обзор турец. лит.-худож. журн. «Еди тепе» («Семьхолмов») 1960 26-31]	293271178	293271178	Фиш	Р	Fish	R	Новый мир	1961	4	219	222	4
О литературе и искусстве: Глеб Успенский. [Некролог, напеч. в газ.«Leipziger Volkszeitung», 1902, 9 апр.] — Из переписки. [Отрывки из писем, посвящ.искусству]. Публикация, примеч. и пер. М. Кораллова	5063		Люксембург	Роза	Liuksemburg	Roza	Новый мир	1961	4	223	237	15
Заметки о критике	123293	123293	Турков	А	Turkov	A	Новый мир	1961	4	238	245	8
«Баллада о солдате». [О худож. фильме. Авт. сценария В. Ежов и Г. Чухрай.Режиссер Г. Чухрай]	37985317	37985317	Туровская	М	Turovskaia	M	Новый мир	1961	4	246	251	6
Статья «Современника» об Алжире сто лет назад. [О статье В. М.Аничкова «Очерки Алжирии», опублик. в 1857 г.)	6122		Прохоров	Е	Prokhorov	E	Новый мир	1961	4	281	282	2
Самый первый. Стихи	22259265	22259265	Симонов	Константин	Simonov	Konstantin	Новый мир	1961	5	5	5	1
Нет смелости границ. Стихи	110294635	110294635	Дудин	Михаил	Dudin	Mikhail	Новый мир	1961	5	6	6	1
В этот день. [Стихи суданского поэта]. Пер. с араб: Н. Ицков и Ю.Сваричовский	9103		Абд	ар-Рахман Ахмад	Abd	ar-Rakhman Akhmad	Новый мир	1961	5	6	7	2
Возвращение. Стихи	39491335	39491335	Берггольц	Ольга	Berggol'ts	Ol'ga	Новый мир	1961	5	7	8	2
Берег мирозданья. Стихи	67272915	67272915	Зиновьев	Николай	Zinov'ev	Nikolai	Новый мир	1961	5	8	8	1
Навек! Стихи	76464592	76464592	Инбер	Вера	Inber	Vera	Новый мир	1961	5	8	9	2
Весной сорок пятого. [Рассказы]	297164599	297164599	Субботин	Василий	Subbotin	Vasilii	Новый мир	1961	5	10	30	21
Стержень. Повесть	32148697	32148697	Липатов	В	Lipatov	V	Новый мир	1961	5	31	74	44
Правдоха. Рассказ	2067		Глебов	А	Glebov	A	Новый мир	1961	5	75	99	25
Я слушаю детство. Рассказ	302060901	302060901	Коршунов	М	Korshunov	M	Новый мир	1961	5	100	105	6
Мои песни. [Стихи]: «Мои песни подобны речным цветам...» — Вдень ухода. — «Все, что приходит, все, что уходит...» — «Верящий только в сраженья...» —«Великое дело великим свершеньем...» — «Я поле вспахал...» — «Творец бывает частоглух...» Пер. с бенгали: А. Горбовский	24608356	24608356	Тагор	Рабиндранат	Tagor	Rabindranat	Новый мир	1961	5	106	107	2
Плохой человек. [Рассказ кубин. писателя]. Пер. с испан: Р. Сашина	4015		Кальво	Лино Новас	Kal'vo	Lino Novas	Новый мир	1961	5	108	119	12
Разбойники. [Рассказ мексик. писателя]. Пер. с испан: Р. Сашина			Рубин	Рамон			Новый мир	1961	5	119	123	5
Гуардиан и я. [Рассказ колумб. писателя]. Пер. с испан: Р. Сашина	8100		Суарес	Эдуарде Ариас	Suares	Eduarde Arias	Новый мир	1961	5	123	126	4
В Германии через десять лет. [Путевые заметки]	86014011	86014011	Корольков	Ю	Korol'kov	Iu	Новый мир	1961	5	127	155	29
Поле деятельности. [О кукурузоводе колхоза им. 1 Мая Н. Г. Загладе.Черняховский район Житомирской обл. Очерк]	298667775	298667775	Рахманин	Б	Rakhmanin	B	Новый мир	1961	5	156	167	12
Архитектура и технический прогресс	9193		Борисовский	Г	Borisovskii	G	Новый мир	1961	5	168	179	12
Зеленый пояс. (Из книги о лесах)	3093		Зыков	И	Zykov	I	Новый мир	1961	5	180	197	18
О соразмерности и сообразности. [К истории развития русскогоязыка]. (Главы из будущей книги)	17230067	17230067	Чуковский	Корней			Новый мир	1961	5	198	223	26
Поэзия критической мысли. К 150-летию со дня рождения В. Г. Белинского	7501617	7501617	Манн	Ю	Mann	Iu	Новый мир	1961	5	230	245	16
Первая русская песня в Японии. [К истории песни «Ах, скучно мне начужой стороне!»]	4078		Константинов	В	Konstantinov	V	Новый мир	1961	5	279	280	2
Слово партии. [Задачи советской литературы и искусства в связи с опубликованием статьиН. С. Хрущева «К новым успехам литературы и искусства». Передовая]	9999						Новый мир	1961	6	3	7	5
Память земли. Роман	79497981	79497981	Фоменко	Владимир	Fomenko	Vladimir	Новый мир	1961	6	8	65	58
Сороковые... — «Слава богу! Слава богу!..» — Баллада о немецком цензоре.(Из поэмы «Ближние страны»). [Стихи]	2611989	2611989	Самойлов	Д	Samoilov	D	Новый мир	1961	6	66	69	4
Кира Георгиевна. Повесть	24605760	24605760	Некрасов	Виктор	Nekrasov	Viktor	Новый мир	1961	6	70	126	57
Раздумья. — Надписи на дверях и воротах.Надписи на кинжалах. —Надписи на бокалах и рогах. — Надписи на могильных камнях. — Надписи на очагах икаминах. — Надписи на пандуре и чагане. [Стихи]. Пер. с авар: Н. Гребнев	100395050	100395050	Гамзатов	Расул	Gamzatov	Rasul	Новый мир	1961	6	127	134	8
Повесть о ненаписанной книге. [Из воспоминаний о Дж. Риде]	79281195	79281195	Драбкина	Е	Drabkina	E	Новый мир	1961	6	135	170	36
А. Переписка А. М. Горького с Л. А. Сулержицким.(Публикация архива А. М. Горького). Вступит. статья, подготовка текстов и коммент. А.Тарасевич	96998392	96998392	Горький	М	Gor'kii	M	Новый мир	1961	6	171	194	24
Если бы не Советская Армия... [О гитлеровских планах мировогогосподства и всемирно-ист. роли Советского Союза в разгроме фашистской Германии]	113526551	113526551	Безыменский	Л	Bezymenskii	L	Новый мир	1961	6	195	217	23
Непреодоленное прошлое. [Заметки о западногерм. литературе]	108384722	108384722	Копелев	Л	Kopelev	L	Новый мир	1961	6	218	226	9
По поводу «самовыражения». [Заметки о лирике. К дискуссии в журн.«Новый мир»]	6094		Платонов	Б	Platonov	B	Новый мир	1961	6	227	233	7
Перечитывая старую пьесу... [О пьесе А. Н. Островского «Лес». К 75-летию содня смерти драматурга]	79146995	79146995	Штейн	А			Новый мир	1961	6	234	246	13
Личные воспоминания о В. Г. Белинском и его жене. [Перевод изболгар. газ. «Литературен глас», 1940, 30 янв. Вступит. статья В. Нечаевой «Воспоминаниявнука Белинского»]	9156		Бензис	Вл	Benzis	Vl	Новый мир	1961	6	277	283	7
Сухое лето. 1960. [Очерк]	50160169	50160169	Дорош	Ефим	Dorosh	Efim	Новый мир	1961	7	3	51	49
При свете дня. Рассказ	73875135	73875135	Казакевич	Эм	Kazakevich	Em	Новый мир	1961	7	52	79	28
Новые стихи: Ветка. — Подражание песне. — Беда моя бедовая...— Где же, где же задушевные слова... — Сибиринки. — Саяна	27184750	27184750	Прокофьев	Александр	Prokof'ev	Aleksandr	Новый мир	1961	7	80	83	4
Память земли. Роман	79497981	79497981	Фоменко	Владимир	Fomenko	Vladimir	Новый мир	1961	7	84	124	41
Из лирики: Мужество. — Ночная Караганда. — Инерция стиля. — Осень	4027		Каржавин	Н	Karzhavin	N	Новый мир	1961	7	125	127	3
Большая руда. Повесть	112065286	112065286	Владимов	Георгий	Vladimov	Georgii	Новый мир	1961	7	128	190	63
Повесть о ненаписанной книге. [Из воспоминаний о Дж. Риде]	79281195	79281195	Драбкина	Е	Drabkina	E	Новый мир	1961	7	191	230	40
Ленин о программе партии. [К выходу в свет сборника произведений В. И.Ленина «О программе партии, принятой на VIII съезде РКП(б). Документы, статьи, речи»]	8049		Титаренко	С	Titarenko	S	Новый мир	1961	7	231	236	6
В обжитых стенах. [О заводе «Москабель». Очерк]	114055458	114055458	Волин	П	Volin	P	Новый мир	1961	7	237	246	10
Быть хозяином! [Обзор очерковой литературы в альманахе «Нашсовременник» в 1960 г.]	203232076	203232076	Буртин	Ю	Burtin	Iu	Новый мир	1961	7	247	257	11
Костер. Роман	29533778	29533778	Федин	Конст	Fedin	Konst	Новый мир	1961	8	3	62	60
Крылья Икара. Драм. легенда в 3 ч. Пер. с греч: Д. Самойлов и А.Столтидис	37091580	37091580	Парнис	Алексис	Parnis	Aleksis	Новый мир	1961	8	63	101	39
Память земли. Роман. Кн. 1	79497981	79497981	Фоменко	Владимир	Fomenko	Vladimir	Новый мир	1961	8	102	158	57
Два стихотворения: «Все реже мы стихи друг другу...» —«Качнулась и раскололась...»	189726918	189726918	Ваншенкин	Константин	Vanshenkin	Konstantin	Новый мир	1961	8	159	159	1
Пари Летучего голландца. (Из невыдуманных рассказов)	47640889	47640889	Исаков	И	Isakov	I	Новый мир	1961	8	160	163	4
В этом возрасте. — 2×2=4. [Стихи. Пер. с арм: Ю. Левитанский; Е.Евтушенко]	52706351	52706351	Эмин	Геворк			Новый мир	1961	8	184	185	2
Сталь. [О Всесоюз. совещании сталеплавильщиков. Сталино. 1960]			Панфилов	М.			Новый мир	1961	8	186	196	11
Селекционеры. [К истории кукурузоводства]	3799718	3799718	Поповский	Марк	Popovskii	Mark	Новый мир	1961	8	197	212	16
Мейерхольд говорит. [Высказывания режиссера, записанные А.Гладковым]	5108		Мейерхольд	В Э	Meierkhol'd	V E	Новый мир	1961	8	213	235	23
Логика спора и логика искусства. [К дискуссии в журн. «Новый мир» о лирич.поэзии]	159886241	159886241	Рунин	Б	Runin	B	Новый мир	1961	8	236	247	12
Давайте говорить профессионально. [К дискуссии в журн.«Новый мир» о лирич. поэзии. С примеч. ред.]	14923378	14923378	Меньшутин	А	Men'shutin	A	Новый мир	1961	8	248	252	5
Великий документ нашей эпохи. [О задачах советской литературы и искусства.Передовая]	9999						Новый мир	1961	9	3	10	8
Из книги «Мой хлеб насущный». Стихи: «О вас я забочусь, родныекрая...» — Патрис Лумумба. — Рекламы Бродвея. — «Какие березы стояли...» — «А море,должно быть, само угадало...»— Грибы. Пер. с белорус: Я. Хелемский	18028594	18028594	Танк	Максим	Tank	Maksim	Новый мир	1961	9	11	14	4
Костер. Роман	29533778	29533778	Федин	Конст	Fedin	Konst	Новый мир	1961	9	15	84	70
Из писем с дороги. Стихи: «...Пусть падают листки календаря...» — «О,как я от сердца тебя отрывала!..» — «А я вам говорю, что нет...» — Песня после дороги	39491335	39491335	Берггольц	Ольга	Berggol'ts	Ol'ga	Новый мир	1961	9	85	87	3
Люди, годы, жизнь. [Воспоминания]. Кн. 3	40169930	40169930	Эренбург	И			Новый мир	1961	9	88	152	65
О смерти слышать не хочу. — Молодой олень. Стихи. Пер. с груз. Л.Пеньковский	2024		Важа	Пшавела	Vazha	Pshavela	Новый мир	1961	9	153	153	1
Рассказы: Арарат из Бюракана. — Рассказ о маленьком мальчикеи немолодом шофере. — О чем рассказала крыша. — Сердце. — Отметки на двери. [Пер. сарм: Э. Кананова; Е. Алексанян]	9129		Арамян	Рафаэл	Aramian	Rafael	Новый мир	1961	9	154	164	11
Из ранних рассказов. Банальная история. — Могила матери. Пер. сангл: Р. Райт	97006051	97006051	Хемингуэй	Эрнест			Новый мир	1961	9	165	169	5
Он был с нами в Испании. Странички воспоминаний [об Э. Хемингуэе]	308731125	308731125	Эйснер	Алексей			Новый мир	1961	9	169	173	5
После смерти Хемингуэя. По страницам зарубежной прессы	35253017	35253017	Орлова	Р	Orlova	R	Новый мир	1961	9	173	178	6
Новое звено.  [Об организации опытно-показат. хозяйств в Черниг. обл.Очерк]	313507872	313507872	Осликовская	Е	Oslikovskaia	E	Новый мир	1961	9	179	186	8
Вода в степи. [К проблеме обводнения засушливых степных районов]	8002		Соколов	Герман	Sokolov	German	Новый мир	1961	9	187	199	13
В двух. шагах от экватора. [Демократич. Республика Вьетнам. Изпутевых впечатлений]	9158		Бершадский	Руд	Bershadskii	Rud	Новый мир	1961	9	200	231	32
О современном герое [в советской литературе]	2262		Виноградов	И	Vinogradov	I	Новый мир	1961	9	232	254	23
На подвиг века. Стихи	49232380	49232380	Твардовский	А	Tvardovskii	A	Новый мир	1961	10	3	3	1
За мечтою вслед. Стихи	54947392	54947392	Щипачев	Степан			Новый мир	1961	10	5	5	1
Партия ведет. [Статьи]: Б. Кербабаев. Во весь могучий рост. Пер. с туркм. — А.Михалевич. Об урожае талантов. — С. Залыгин. Писатель и Сибирь	9999						Новый мир	1961	10	8	36	29
Мирный атом на службе коммунизма. [Задачи ядерной физики в связи сопубликованием проекта Программы КПСС]	3045		Емельянов	В	Emel'ianov	V	Новый мир	1961	10	37	43	7
Социализм плюс химизация. [Задачи хим. пром-сти в связи сопубликованием проекта Программы КПСС]. Беседа с первым зам. пред. Гос. Ком. СоветаМинистров СССР по химии Л. А. Костандовым. Записал В. Азерников	305071133	305071133	Костандов	Л А	Kostandov	L A	Новый мир	1961	10	43	47	5
На ближних подступах... [Проблемы комплексной автоматизациипроизводства в связи с опубликованием проекта Программы КПСС]. Беседа с первым зам.пред. Гос. Ком. Совета Министров СССР по автоматизации и машиностроению П. Д.Бородиным... Беседу записал Е. Темчин	9215		Бородин	П Д	Borodin	P D	Новый мир	1961	10	47	50	4
М. «С чем мы, медики, придем в коммунизм?» [Задачи мед.науки в связи с опубликованием проекта Программы КПСС]. Беседа с вице-президентомАкад. мед. наук СССР В. Д. Тимаковым и глав. учен. секретарем президиума акад. В. М.Ждановым. Беседу записала М. Яновская	8047		Тимаков	В Д	Timakov	V D	Новый мир	1961	10	50	57	8
Костер. Роман	29533778	29533778	Федин	Конст	Fedin	Konst	Новый мир	1961	10	58	120	63
Лунная ночь. — Окна. — Дом. [Стихи]	189726918	189726918	Ваншенкин	Константин	Vanshenkin	Konstantin	Новый мир	1961	10	121	123	3
Люди, годы, жизнь. [Воспоминания]. Кн. 3	40169930	40169930	Эренбург	И			Новый мир	1961	10	124	157	34
Тростники. Стихи. Пер. с белорус: Я. Хелемский	2036		Велюгин	Анатолий	Veliugin	Anatolii	Новый мир	1961	10	159	159	1
В командировке. Из записок корреспондента	5111		Мельников	Н	Mel'nikov	N	Новый мир	1961	10	160	168	9
На Шкловщине. Стихи. Пер. с белорус: Я. Хелемский	13120240	13120240	Бородулин	Рыгор	Borodulin	Rygor	Новый мир	1961	10	168	168	1
От социализма к коммунизму	9056		Юдин	П Ф			Новый мир	1961	10	187	204	18
Вторая целина. [Борьба тружеников сел. хозяйства Целинного края заувеличение производства продуктов животноводства. Очерк]	2038		Верховский	Н	Verkhovskii	N	Новый мир	1961	10	203	228	26
Новое в жизни и в литературе. [Заметки лит. критика]	51804697	51804697	Кузнецов	М	Kuznetsov	M	Новый мир	1961	10	229	245	17
Трагедия молодого поколения. (Молодежь в америк. романе)	3044		Елистратова	А	Elistratova	A	Новый мир	1961	10	246	256	11
Культурный народ. — Немецкий писатель. [Статьи, относящиеся к 1942 и1944 гг. Публикация, пер. и вступит. статья «Генрих Манн и будущее Германии. Онеопублик. статьях Г. Манна» Н. Сереброва]	36957174	36957174	Манн	Генрих	Mann	Genrikh	Новый мир	1961	10	257	263	7
Имени Румянцева. [Из биографии организатора Интерн. антифашистскогокомитета в Лейпциге Н. В. Румянцева]	2006		Бродский	Е	Brodskii	E	Новый мир	1961	10	302	307	6
Съезд строителей коммунизма. [К итогам XXII съезда КПСС. Передовая]	9999						Новый мир	1961	11	3	8	6
Труд и благосостояние советского человека. Беседа с пред. гос. ком. Совета Министров СССР по вопросам труда и заработной платы А. П. Волковым. Записал А. Литвак	2006		Волков	А П	Volkov	A P	Новый мир	1961	11	9	16	8
Рука друга. [О помощи Советского Союза слаборазвитым странам]. Беседа с первым зам. пред. Гос. ком. Совета Министров СССР по внешним экон. связям И. В. Архиповым. Записал П. Волин	469146029392235820542	469146029392235820542	Архипов	И В	Arkhipov	I V	Новый мир	1961	11	16	22	7
Две встречи. Беседы с акад.-секретарем Отд-ния геол.-геогр. наук Акад. наук СССР Д. И. Щербаковым и с акад.-секретарем Отд-ния физ.-мат. наук Акад. наук СССР Л. А. Арцимовичем. Записал К. Андреев	9049		Щербаков	Д И			Новый мир	1961	11	22	30	9
На ближних подступах. Стихи	591		Поликарпов	С	Polikarpov	S	Новый мир	1961	11	31		1
Это было в Европе. Из поэмы. Пер. с чешского:М. Обручев и М. Ярмуш	9041		Шотола	Иржи			Новый мир	1961	11	32	36	5
Костер. Роман	29533778	29533778	Федин	Конст	Fedin	Konst	Новый мир	1961	11	37	57	21
Замок. Стихи. Пер. с белорус: А. Корчагин	2094		Гилевич	Нил	Gilevich	Nil	Новый мир	1961	11	58	59	2
Рассказы: Нас много — ты и я... — Сверчок. — «Мой папа»	9099		Славич	С	Slavich	S	Новый мир	1961	11	60	116	57
Сельские зарисовки. [Рассказы]: Егорка. — Гости издалека. — Белки на дороге	308266270	308266270	Куранов	Юрий	Kuranov	Iurii	Новый мир	1961	11	117	124	8
Веселые приметы. Стихи	287353070	287353070	Завальнюк	Л	Zaval'niuk	L	Новый мир	1961	11	125	125	1
Люди, годы, жизнь. [Воспоминания]. Кн. 3	40169930	40169930	Эренбург	И			Новый мир	1961	11	126	162	37
Дорога идет в гору. [О достижениях колхозов Острогож. района Воронежской обл. Очерк]	27052800	27052800	Троепольский	Г	Troepol'skii	G	Новый мир	1961	11	163	180	18
Фрам — это значит вперед. Главы из готовящейся к изданию книги о Норвегии	25535833	25535833	Фиш	Геннадий	Fish	Gennadii	Новый мир	1961	11	181	206	26
Энергетика коммунизма	493		Маркин	А	Markin	A	Новый мир	1961	11	207	216	10
Интеллектуальность или отвлеченность? [Заметки лит. критика]	82125428	82125428	Щербина	В			Новый мир	1961	11	217	233	17
«Народ предстал перед своей судьбой». [О романах кабард. писателя А. Кешокова «Чудесное мгновенье» и казах. писателя Г. Мустафина «После бури»]	2072		Гоффеншефер	В	Goffenshefer	V	Новый мир	1961	11	234	244	11
Мате Залка о Фурманове. [Текст речи на торжеств. заседании Моск. ассоциации пролетарских писателей 15 марта 1931 г.] Вступит. заметка и публикация П. Куприяновского]	3070		Залка	Мате	Zalka	Mate	Новый мир	1961	11	278	280	3
Вперед, к победе коммунизма! [К итогам XXII съезда КПСС. Статьи]: М. Карим. Абсолютная ясность. — Е. Драбкина. Невозможного нет! — П. Козланюк. У нас в Закарпатье. — М. Турсун-заде. Ярче тысячи солнц. — И. Абашидзе. Полет разума	9999						Новый мир	1961	12	3	18	16
Костер. Роман	29533778	29533778	Федин	Конст	Fedin	Konst	Новый мир	1961	12	19	57	39
Глаза матерей. — «Был пахарем, солдатом и поэтом...» — «Любой навет заранее приемлю...» [Стихи]. Пер. с балкар: Н. Гребнев	97117447	97117447	Кулиев	Кайсын	Kuliev	Kaisyn	Новый мир	1961	12	58	58	1
Глухой, неведомой тайгою. Записки изыскателя.  [Из истории строительства железной дороги Комсомольск-на-Амуре —  Советская гавань].	6098		Побожий	Александр	Pobozhii	Aleksandr	Новый мир	1961	12	59	113	55
Четыре стихотворения: Слова. — Как на ладони. — Наташа. — Над Невой	2611989	2611989	Самойлов	Д	Samoilov	D	Новый мир	1961	12	114	115	2
Сонет для тебя. Стихи: «В тот мир не брали мы с собой...» — Атеистический сонет. — На что способна любовь. Вольный пер. с чешского: К. Симонов	701		Тауфер	Иржи	Taufer	Irzhi	Новый мир	1961	12	116	117	2
Дорога к новой земле. [О градостроительстве в Узбек. ССР]. Из путевых заметок	79517220	79517220	Волынский	Леонид	Volynskii	Leonid	Новый мир	1961	12	118	160	43
Записные книжки. ? Письма из Америки. [С предисл. ред]	22143414	22143414	Ильф	И	Il'f	I	Новый мир	1961	12	161	189	29
Из переписки: Ю. Н. Либединскому. А. Н. Толстому. — С. М. Эйзенштейну. — К. М. Симонову. — О. Д. Форш. — К. А. Федину. — З. Н. Шапиро. — В Главную военную прокуратуру. — С. В. Кригер. — А. А. Суркову. Публикация и коммент. С. Преображенского	66466946	66466946	Фадеев	А А	Fadeev	A A	Новый мир	1961	12	190	199	10
Из заметок о Добролюбове. К 100-летию со дня смерти	79146026	79146026	Жданов	В	Zhdanov	V	Новый мир	1961	12	200	211	12
Две позиции. [Обзор спец. номеров америк. журн. ?Атлантик? и ?Партизан ревью?, посвящ. советской литературе]	3019		Дементьев	А	Dement'ev	A	Новый мир	1961	12	212	216	5
Несколько слов к читателям «Нового мира». О работе журнала в 1962 г	49232380	49232380	Твардовский	А	Tvardovskii	A	Новый мир	1961	12	251	256	6
Тропы Алтая. Роман	44306859	44306859	Залыгин	С	Zalygin	S	Новый мир	1962	1	3	77	75
Флажки. ? Ночная смена. ? Земля. [Стихи]	190056883	190056883	Жигулин	Анатолий	Zhigulin	Anatolii	Новый мир	1962	1	78	79	2
Зажигаются окна. — Мать. — «Костер зажжен...» [Стихи]	133144648415116568094	133144648415116568094	Пальчиков	Владимир	Pal'chikov	Vladimir	Новый мир	1962	1	80	81	2
Женя ? чудо XX века. Юмористич. повесть	34173391	34173391	Есенина	Татьяна	Esenina	Tat'iana	Новый мир	1962	1	82	164	83
Стихи разных лет: Без меня. — «Как зернами гранат, душа полна...» — «Давным давно я был черноволос...» — Мое доброе слово. [Пер, с евр: Ю. Нейман; А. Ахматова; И. Гуревич]	2098		Галкин	С	Galkin	S	Новый мир	1962	1	165	167	3
Прости меня. Стихи. Пер. с арм: М. Петровых	102212384	102212384	Капутикян	С	Kaputikian	S	Новый мир	1962	1	168	168	1
О Сарьяне	44328960	44328960	Каменский	А	Kamenskii	A	Новый мир	1962	1	182	208	27
Луначарский-читатель. Из подгот. к печати книги «Память сердца»	121338048	121338048	Луначарская-Розенель	Н	Lunacharskaia-Rozenel'	N	Новый мир	1962	1	209	218	10
Снаряжение в походе. (О романе В. Кочетова «Секретарь обкома»)	52		Марьямов	А	Mar'iamov	A	Новый мир	1962	1	219	239	21
Голос трудовой Австралии. [Обзор лит.-критич. журн. «Риалист райтер»]	7619		Рубин	В	Rubin	V	Новый мир	1962	1	240	243	4
Хамелеоны. [По поводу милитаристских выступлений некоторых западногерм. писателей]	8025		Стеженский	В	Stezhenskii	V	Новый мир	1962	1	243	245	3
Читая баптистский журнал. [Критич. обзор статей, опублик. в «Братском вестнике» за 1960—1961 гг.]	9143		Бакст	Э	Bakst	E	Новый мир	1962	1	274	276	3
Космонавту. Стихи	49232380	49232380	Твардовский	А	Tvardovskii	A	Новый мир	1962	2	3	4	2
Один из нас. Повесть	57023871	57023871	Росляков	Василий	Rosliakov	Vasilii	Новый мир	1962	2	5	63	59
Ветер в грудь. Стихи	3053		Ефимов	Федор	Efimov	Fedor	Новый мир	1962	2	64	64	1
Тропы Алтая. Роман	44306859	44306859	Залыгин	С	Zalygin	S	Новый мир	1962	2	65	131	67
О лошади. Стихи. Пер. [с чуваш.]: Б. Иринин	70366971	70366971	Ухсай	Яков	Ukhsai	Iakov	Новый мир	1962	2	132	136	5
Куст сирени в ночном саду. — Снег. — Сказка. — Зимние ночи. [Стихи. Пер. с чуваш: Д. Самойлов; Б. Иринин]	97086864	97086864	Айги	Геннадий	Aigi	Gennadii	Новый мир	1962	2	136	139	4
Баллада о четвертой жене. (Из стихов об Африке)	57020565	57020565	Хелемский	Яков			Новый мир	1962	2	140	141	2
Семь пар нечистых. Повесть	76317723	76317723	Каверин	В	Kaverin	V	Новый мир	1962	2	142	177	36
Славные имена, славные страницы. [По материалам сборника ?Полководцы гражданской войны?]	298274443	298274443	Дубинский	И	Dubinskii	I	Новый мир	1962	2	178	187	10
В центре циклона. [Из истории героич. обороны острова Осмуссаар. 1941 г.]	9067		Рудный	Владимир	Rudnyi	Vladimir	Новый мир	1962	2	188	210	23
Вокруг гибели Пушкина. (По новым материалам)	2103		Герштейн	Эмма	Gershtein	Emma	Новый мир	1962	2	211	226	16
Над страницами Томаса Манна. [К выходу в свет Собрания сочинений в 10 томах]	66471422	66471422	Мотылева	Т	Motyleva	T	Новый мир	1962	2	227	242	16
К 70-летию К. А. Федина. [Статьи]: И. Соколов-Микитов. Письмо другу. — К. Паустовский. Взамен юбилейной речи. — Г. Марков. О Константине Федине	9999						Новый мир	1962	2	243	252	10
Тишина. Роман	90663087	90663087	Бондарев	Юрий	Bondarev	Iurii	Новый мир	1962	3	3	45	43
